Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,215.77,5226165174272,85.2,214.5,19.85,8.71,42.3,202.07,188.24,True,True,True,BULLISH TREND,False,59.31,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Portfolio manager explains why Sanmina Corp. is a good buy | How Nio Is Proving It's a Top Auto Stock Despite Brutal the Price War,33.04,17.08,46335873024.0,6.555,114.29,62.97,87.84,BUY SIGNAL
AVB,https://www.tradingview.com/chart/?symbol=AVB,"AvalonBay Communities, Inc.",Real Estate,184.455,26169012224,2.5,40.3,5.18,1.1,45.69,176.68,177.99,True,True,False,BULLISH TREND,False,68.04,POSITIVE,5,"Equity Residential Merger With AvalonBay Reshapes Scale Valuation And Outlook | Wolfe Research upgrades AvalonBay, Equity Residential on merger synergy and value | Top Analyst Reports for Alphabet, Apple & Micron Technology",22.86,37.86,1392035584.0,81.307,9.72,37.27,66.84,WATCHLIST
CB,https://www.tradingview.com/chart/?symbol=CB,Chubb Limited,Financial Services,313.645,121650372608,10.2,78.7,-7.01,-3.53,47.22,324.73,305.11,False,True,True,NO CLEAR ENTRY,False,41.7,NEUTRAL,5,1 Large-Cap Stock Worth Your Attention and 2 We Avoid | Chubb’s Higher Dividend And New Buybacks Put Cash Returns In Focus | How Is Chubb's Stock Performance Compared to Other Property & Casualty Insurance Stocks?,11.1,10.72,12622624768.0,31.458,15.43,18.53,66.64,WATCHLIST
DAL,https://www.tradingview.com/chart/?symbol=DAL,"Delta Air Lines, Inc.",Industrials,78.75,51738304512,12.9,,22.23,15.27,67.17,70.84,65.25,True,True,True,BULLISH TREND,False,61.01,POSITIVE,5,"American Airlines cancels six flights until October, refunds available | 1 Unpopular Stock That Deserves Some Love and 2 Facing Headwinds | Berkshire Hathaway Made Some Major Portfolio Moves, but This One Was a Head-Scratcher. How Should Investors Take It?",11.5,9.77,3093374976.0,105.021,24.99,6.87,66.63,WATCHLIST
ICE,https://www.tradingview.com/chart/?symbol=ICE,"Intercontinental Exchange, Inc.",Financial Services,140.3064,79345025024,20.4,79.7,-14.58,-10.31,17.87,156.36,160.59,False,False,False,NO CLEAR ENTRY,False,58.75,NEUTRAL,5,ICE Expands AI-Powered Cybersecurity Across NYSE and Financial Infrastructure Network (ICE) | Trump Officials Held Millions of Dollars of SpaceX Ahead of IPO | How Is Moody's Stock Performance Compared to Other Broker-Dealers & Securities Exchanges Stocks?,20.39,15.92,3743124992.0,70.986,13.85,37.67,66.55,WATCHLIST
BIIB,https://www.tradingview.com/chart/?symbol=BIIB,Biogen Inc.,Healthcare,193.8151,28614301696,1.9,31.1,5.32,3.53,37.7,187.25,171.38,True,True,True,BULLISH TREND,False,48.47,NEUTRAL,5,Getting Alzheimer’s Drugs Into the Brain Is Hard. Now There’s a New Trick. | Biogen Ends BIIB122 Parkinsons Trial And Refocuses Neurodegeneration Pipeline | Is COMPASS Pathways (CMPS) Quietly Recalibrating Its Commercialization Strategy With This Board Appointment?,20.82,11.68,1930925056.0,35.181,7.7,13.8,66.53,WATCHLIST
JCI,https://www.tradingview.com/chart/?symbol=JCI,Johnson Controls International plc,Industrials,147.09,89744949248,8.2,38.9,5.71,1.87,54.15,139.12,123.3,True,True,True,BULLISH TREND,False,56.98,NEUTRAL,5,"Forget the Mag 7: Focus on AI infrastructure | Why Is Johnson Controls (JCI) Stock Rocketing Higher Today | Johnson Controls Seeing Stronger Long-Term Amid Turnaround, RBC Says",44.98,25.67,2870374912.0,70.317,13.45,14.45,66.26,WATCHLIST
MKC,https://www.tradingview.com/chart/?symbol=MKC,"McCormick & Company, Incorporated",Consumer Defensive,46.555,12515995648,16.7,528.3,-30.59,-3.05,55.81,49.57,61.36,False,False,False,NO CLEAR ENTRY,False,42.57,NEUTRAL,5,"Packaged Food Companies Face 'Tough' Setup Amid Weak Demand, Growing Costs, UBS Says | Sector Update: Consumer Stocks Decline Friday Afternoon | Top Midday Stories: Dell Q1 Earnings Results, Guidance Top Estimates; Autodesk to Acquire MaintainX in $3.6 Billion All-Cash Deal",7.63,13.93,372775008.0,65.158,25.35,23.12,66.21,WATCHLIST
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,508.4346,235073355776,8.2,13.4,1.69,3.02,46.13,501.84,463.87,True,True,True,BULLISH TREND,False,69.03,POSITIVE,5,Linde plc (LIN) Rose on Investors Favour Its Defensive Business Profile | Is It Time To Reconsider Linde (LIN) After Its Recent Share Price Pullback? | BofA and BMO Raise Price Targets on Linde (LIN) Amid Hydrogen and Industrial Gas Growth Prospects,33.72,25.8,4694499840.0,65.642,18.23,20.44,66.17,WATCHLIST
STLD,https://www.tradingview.com/chart/?symbol=STLD,"Steel Dynamics, Inc.",Basic Materials,273.66,39465271296,19.1,93.1,39.03,19.08,78.05,217.64,175.6,True,True,True,WATCH - OVERBOUGHT,False,57.5,NEUTRAL,5,"Steel Dynamics Insiders Sold US$7.9m Of Shares Suggesting Hesitancy | Winmill Loads Up Qualys, Inc. Stock With 88,000 Shares in A New Position | Barclays Initiates Coverage of Freeport-McMoRan (FCX) with Overweight Rating",29.3,16.09,-31788876.0,45.994,15.25,7.22,66.1,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,50.77,33642096640,25.3,73.0,-8.32,-1.53,47.34,52.9,56.52,False,False,False,NO CLEAR ENTRY,False,62.32,POSITIVE,5,"Zacks Industry Outlook Highlights Sands, MGM Resorts, Churchill and Rush Street Interactive | MGM’s $18B Bid Proves Las Vegas Sands Is Undervalued | Is It Too Late To Consider Las Vegas Sands (LVS) After Recent Share Price Swings?",18.73,13.8,1622625024.0,981.405,90.45,13.41,66.09,WATCHLIST
HUBB,https://www.tradingview.com/chart/?symbol=HUBB,Hubbell Incorporated,Industrials,484.76,25615579136,11.1,12.5,-0.47,-5.77,51.29,502.94,466.17,False,True,True,BUY THE DIP,False,65.9,POSITIVE,5,Can AI Data Center Demand Accelerate nVent Electric's Revenue Growth? | 2 Cash-Producing Stocks on Our Buy List and 1 We Question | Do Wall Street Analysts Like Hubbell Incorporated Stock?,28.67,22.26,541449984.0,72.468,25.82,15.1,66.07,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1094.7,107963957248,12.1,20.0,13.18,1.56,57.61,1051.53,869.66,True,True,True,BULLISH TREND,False,55.53,NEUTRAL,5,How The Equinix (EQIX) Investment Story Is Shifting With New Targets And AI Demand | Peter Bergan Joins Vinson & Elkins as Real Estate Partner | 3 Ways to Play the Data Center Land Grab,75.65,56.95,2725125120.0,162.961,10.06,14.93,66.04,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,40.975,34230421504,-0.3,133.5,16.77,-2.39,49.73,39.79,31.12,True,True,True,BULLISH TREND,False,48.57,NEUTRAL,5,Reflecting On Oilfield Services Stocks’ Q1 Earnings: Halliburton (NYSE:HAL) | Is It Too Late To Consider Halliburton (HAL) After Its 1 Year 104% Surge? | Why Baker Hughes (BKR) Stock Is Nosediving,22.64,14.08,2027000064.0,74.651,14.63,6.95,65.44,WATCHLIST
WDAY,https://www.tradingview.com/chart/?symbol=WDAY,"Workday, Inc.",Technology,145.905,36034662400,13.5,248.0,1.6,14.09,69.53,126.4,184.8,True,False,False,NO CLEAR ENTRY,False,55.05,NEUTRAL,5,"“AI Loser” Narrative Pressured Workday (WDAY) in Q1 | We Think Workday's (NASDAQ:WDAY) Robust Earnings Are Conservative | S&P Futures Muted as Fresh U.S.-Iran Hostilities Lift Oil and Bond Yields, ADP Jobs Report and Broadcom Earnings on Tap",45.31,11.54,3118749952.0,56.936,10.86,8.6,65.3,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,340.615,92112568320,10.3,12.0,-6.17,-2.42,49.23,340.04,339.93,True,True,True,BULLISH TREND,False,51.42,NEUTRAL,5,General Dynamics Stock: Is GD Underperforming the Industrial Sector? | Update: Market Chatter: General Dynamics to Invest $200 Million to Restart Texas Munitions Facility | BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,21.42,18.77,5289500160.0,37.701,17.97,8.07,65.21,WATCHLIST
CSX,https://www.tradingview.com/chart/?symbol=CSX,CSX Corporation,Industrials,46.615,86617145344,1.7,26.5,9.61,4.56,65.27,43.77,38.13,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,Is CSX Corporation Stock Outperforming the Dow? | Is CSX (CSX) Stock Outpacing Its Transportation Peers This Year? | Brookfield Infrastructure Could Quietly Cash In on the Coming Rail Megamerger,28.6,21.55,1129874944.0,143.06,23.68,21.55,65.2,WATCHLIST
FDX,https://www.tradingview.com/chart/?symbol=FDX,FedEx Corporation,Industrials,325.02,77551960064,8.3,17.3,5.87,12.73,69.04,305.94,248.6,True,True,True,BULLISH TREND,False,50.18,NEUTRAL,5,"FedEx Quarterly Earnings Could Miss Street Views Amid Margin Pressures, Morgan Stanley Says | FedEx Entering New Phase After Freight Spin-Off, Q4 EPS Seen Below Consensus, Morgan Stanley Says | Commentary: Why RPS is the most successful transportation startup ever",17.36,14.78,894000000.0,140.994,15.87,4.88,65.11,WATCHLIST
HST,https://www.tradingview.com/chart/?symbol=HST,"Host Hotels & Resorts, Inc.",Real Estate,23.9599,16622570496,2.8,105.3,23.55,14.86,80.15,21.09,18.38,True,True,True,WATCH - OVERBOUGHT,False,59.47,NEUTRAL,5,8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Top Dividend Stocks To Consider In May 2026 | 3 Dividend Stocks To Consider With Yields Up To 5.7%,16.3,23.96,1190875008.0,80.482,14.87,16.37,65.11,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,31.825,70805086208,13.8,36.0,-5.42,-1.99,42.44,32.38,29.04,False,True,True,NO CLEAR ENTRY,False,77.33,POSITIVE,5,Brokers Suggest Investing in Kinder Morgan (KMI): Read This Before Placing a Bet | Kinder Morgan (KMI) Beats Stock Market Upswing: What Investors Need to Know | How Will Rising Gas Demand Shape Kinder Morgan's Business Outlook?,21.36,20.82,1646875008.0,98.84,10.6,18.92,65.04,WATCHLIST
EA,https://www.tradingview.com/chart/?symbol=EA,Electronic Arts Inc.,Communication Services,202.67,50819805184,11.9,85.3,0.82,0.52,74.37,201.98,197.16,True,True,True,WATCH - OVERBOUGHT,False,65.57,POSITIVE,5,"2nd Princeton CorpGov Forum: Complete Highlights and Panels in 4K from Endowments to PE in Sports | For Goldman’s Top Bankers, It’s All AI Data Centers All the Time | Assessing Whether Electronic Arts (EA) Looks Overvalued After Recent Steady Share Performance",57.74,21.11,2219124992.0,27.41,13.49,11.78,65.0,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,126.84,34770751488,6.1,41.4,-9.67,-4.76,35.87,134.44,132.82,False,False,True,NO CLEAR ENTRY,False,60.18,POSITIVE,5,"Top Midday Stories: Alphabet Upsizes Equity Capital Raise to $84.75 Billion; SpaceX Planning $135 a Share IPO | Wellington to Buy Hartford Funds, Boosting Reach With Financial Advisors | Wellington to Buy Hartford Funds for $1.9B in Wealth Push",8.93,8.8,5603250176.0,23.151,22.74,14.11,64.86,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,47.32,70334324736,11.6,100.0,-35.92,-16.76,33.31,58.78,84.39,False,False,False,NO CLEAR ENTRY,False,59.04,NEUTRAL,5,Can ISRG's Digital Roadmap Unlock the Next Phase of Robotic Surgery? | 3 S&P 500 Stocks with Solid Fundamentals | How A Quiet Reset Is Shaping The Boston Scientific (BSX) Investment Story,19.8,12.68,2807124992.0,42.25,14.66,17.29,64.82,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,143.01,342839590912,84.7,325.0,-2.83,-2.03,61.22,141.57,161.35,True,False,False,NO CLEAR ENTRY,False,48.55,NEUTRAL,5,"Palantir, Axon, Crowdstrike, and Cloudflare: New age defense stocks | Why Is Palantir Technologies (PLTR) Up 12% Since Last Earnings Report? | Palantir: How To Make Money When The Stock Is Choppy",162.51,68.94,1752997120.0,2.477,32.59,43.67,64.78,WATCHLIST
KO,https://www.tradingview.com/chart/?symbol=KO,The Coca-Cola Company,Consumer Defensive,78.77,338906513408,12.1,18.2,-0.04,0.74,41.2,77.91,72.52,True,True,True,BULLISH TREND,False,63.17,POSITIVE,5,Is Coca-Cola (KO) Outperforming Other Consumer Staples Stocks This Year? | Coca-Cola Stock Rises 12.1% YTD: Buy Now or Wait for a Pullback? | CocaCola Company (The) (KO) is Attracting Investor Attention: Here is What You Should Know,24.77,22.61,3124250112.0,124.943,43.37,27.8,64.65,WATCHLIST
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,230.93,48759771136,18.4,231.4,-8.87,-6.71,49.93,238.23,274.25,False,False,False,NO CLEAR ENTRY,False,67.53,POSITIVE,5,PAYC or ADSK: Which Is the Better Value Stock Right Now? | 4 GARP Stocks That Investors Can Scoop Up for Maximum Returns | Bet on 5 Top-Ranked Stocks With Rising P/E for a Strong Portfolio,33.76,16.19,3060999936.0,85.419,50.4,19.49,64.55,WATCHLIST
ABNB,https://www.tradingview.com/chart/?symbol=ABNB,"Airbnb, Inc.",Consumer Cyclical,134.03,79547457536,17.9,6.0,0.73,-3.49,51.96,134.68,128.75,False,True,True,NO CLEAR ENTRY,False,62.31,POSITIVE,5,"Is Airbnb Stock Underperforming the S&P 500? | Airbnb, Inc. (ABNB): One of the Top Stocks in the Jeff Bezos Portfolio | The Exclusive Retreat Where Wealthy Kids Learn How Not to Blow an Inheritance",33.18,22.17,3191000064.0,33.185,32.32,19.9,64.38,WATCHLIST
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,383.63,348391440384,2.0,0.7,33.68,3.47,34.13,344.65,325.27,True,True,True,BULLISH TREND,False,60.73,POSITIVE,5,"5 HMO Stocks in Focus Amid an Aging U.S. Population, Tech Innovation | Berkshire Hathaway Made Some Major Portfolio Moves, but This One Was a Head-Scratcher. How Should Investors Take It? | UnitedHealth Group (UNH) Hit by Medicare Reimbursement Concerns",28.93,18.38,17687500800.0,73.982,12.18,2.68,64.31,WATCHLIST
APA,https://www.tradingview.com/chart/?symbol=APA,APA Corporation,Energy,38.58,13636882432,-11.9,32.2,21.94,-8.19,57.01,38.96,28.67,False,True,True,NO CLEAR ENTRY,False,45.09,NEUTRAL,5,Is APA's Suriname Portfolio the Market's Overlooked Gem? | How The APA (APA) Investment Story Is Evolving As Analyst Targets Hold Steady | Stocks Settle Mixed on Conflicting US-Iran Signals,8.99,9.07,1691250048.0,61.314,26.22,18.31,64.31,WATCHLIST
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,622.73,45289652224,14.1,49.1,10.5,7.33,71.85,574.1,563.51,True,True,True,WATCH - OVERBOUGHT,False,50.0,ERROR,0,,35.54,27.67,1206103936.0,,,40.74,64.3,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,59.58,29420425216,5.1,18.3,35.97,11.24,52.88,47.29,40.16,True,True,True,BULLISH TREND,False,56.91,NEUTRAL,5,"5 HMO Stocks in Focus Amid an Aging U.S. Population, Tech Innovation | ENSG Expands Healthcare Footprint With Iowa, California Acquisitions | Best Growth Stocks to Buy for June 3rd",,13.37,6847499776.0,76.049,-26.04,-3.61,64.3,WATCHLIST
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,943.24,73384075264,90.1,,35.83,-3.37,43.18,878.89,470.59,True,True,True,BULLISH TREND,False,52.26,NEUTRAL,5,"Lumentum Holdings’ (LITE) Upswing Dampens Wasatch Long/Short Alpha Fund’s Performance | When Nvidia's CEO Speaks, This Stock Listens | What's Happening With Coherent Stock?",166.65,52.11,93350000.0,111.445,22.83,17.68,64.13,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,226.185,90413891584,7.0,10.5,5.45,7.03,66.04,208.79,244.89,True,False,False,NO CLEAR ENTRY,False,56.96,NEUTRAL,5,"Jobs data live updates: US sees 'broad-based' private sector hiring, led by education and health jobs | ADP May 2026 jobs report: Private sector adds 122,000 jobs | Treasury Yields, Dollar Rise as ADP Jobs Data Beat Forecast",21.08,18.55,4749387264.0,69.259,71.21,20.12,64.11,WATCHLIST
ADBE,https://www.tradingview.com/chart/?symbol=ADBE,Adobe Inc.,Technology,256.5,103644971008,12.0,11.1,-5.38,0.97,61.1,245.47,302.62,True,False,False,NO CLEAR ENTRY,False,66.0,POSITIVE,5,ADBE or CDNS: Which Is the Better Value Stock Right Now? | Adobe considering two internal executives for CEO position | Bet on 5 Top-Ranked Stocks With Rising P/E for a Strong Portfolio,14.93,9.72,9321374720.0,58.34,58.77,29.48,64.03,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,19.265,13281670144,7.1,363.9,12.05,18.89,47.03,17.67,17.14,True,True,True,BULLISH TREND,False,64.02,POSITIVE,5,8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Healthpeak Properties Gains 22.7% Year to Date: Will the Trend Last? | SPHD’s High Dividend Low Volatility Promise Has Returned Just 6 Percent Annualized While the S&P 500 Doubled It,60.2,128.43,1109761536.0,118.243,2.8,7.73,63.87,WATCHLIST
ADM,https://www.tradingview.com/chart/?symbol=ADM,Archer-Daniels-Midland Company,Consumer Defensive,85.169,41048236032,1.6,0.9,26.09,12.41,59.33,74.51,64.96,True,True,True,BULLISH TREND,False,53.18,NEUTRAL,5,"Is Archer Daniels Midland (ADM) Stock Undervalued Right Now? | Archer Daniels Midland Company (ADM) Hits Fresh High: Is There Still Room to Run? | Juicy Florida Land Monetization: Alico President & CEO John Kiernan, Live at Nasdaq",38.02,16.41,1578499968.0,46.128,4.77,1.34,63.7,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,92.26,16042997760,11.8,10.6,-6.36,1.45,52.53,90.57,87.88,True,True,True,BULLISH TREND,False,60.18,POSITIVE,5,Can Archer Aviation's R&D Investments Support Long-Term Growth? | 3 Industrials Stocks We Find Risky | Q1 Earnings Roundup: Textron (NYSE:TXT) And The Rest Of The Aerospace Segment,17.61,12.64,622374976.0,52.674,12.25,6.15,63.66,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,81.635,343748542464,16.2,86.4,-16.44,-10.31,28.48,92.52,100.62,False,False,False,NO CLEAR ENTRY,False,54.6,NEUTRAL,5,"Amid the Artificial Intelligence (AI) Bonanza, Investors Might be Overlooking a Big Opportunity to Buy Netflix Stock | Amazon Stock's High-Altitude Problem | Is Netflix’s Live Breakfast Club Bet Reshaping the Investment Case for Netflix (NFLX)?",26.33,21.25,25993676800.0,53.788,48.49,28.52,63.52,WATCHLIST
WTW,https://www.tradingview.com/chart/?symbol=WTW,Willis Towers Watson Public Limited Company,Financial Services,252.2425,23823792128,8.5,33.0,-16.49,-2.99,61.92,272.64,308.33,False,False,False,NO CLEAR ENTRY,False,58.02,NEUTRAL,5,"Willis Towers Watson buys digital asset insurance platform Redefind | Willis Towers Stock: Analyst Estimates & Ratings | Zacks Industry Outlook Highlights Arthur J. Gallagher, Aon, Brown and Brown and Willis Towers Watson Public",14.82,11.38,2052125056.0,85.693,20.61,16.84,63.44,WATCHLIST
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,129.39,38496718848,21.6,860.0,21.03,0.91,58.03,117.97,100.62,True,True,True,BULLISH TREND,False,66.41,POSITIVE,5,How Senior Housing and Warehouses Defend Monthly Payouts Today | Are Business Services Stocks Lagging  Clean Harbors (CLH) This Year? | 3 Reasons Growth Investors Will Love Iron Mountain (IRM),140.64,48.39,-499464512.0,,,3.76,63.41,WATCHLIST
MPC,https://www.tradingview.com/chart/?symbol=MPC,Marathon Petroleum Corporation,Energy,271.54,79272476672,8.8,,28.59,7.93,66.38,241.38,201.0,True,True,True,BULLISH TREND,False,72.0,POSITIVE,5,Marathon Petroleum (MPC) Valuation Check After Strong Multi‑Month Share Price Gains | Can MPC's West Coast Assets Become a Bigger Earnings Driver? | PBR Strengthens Its Presence in Sergipe With Major Investments,17.89,11.52,3518749952.0,146.523,27.46,3.41,63.41,WATCHLIST
EXPD,https://www.tradingview.com/chart/?symbol=EXPD,"Expeditors International of Washington, Inc.",Industrials,158.885,20780748800,4.4,16.3,7.88,14.31,58.82,149.53,141.08,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,UAL Drives Network Expansion Through New Nonstop Service to St. Croix | Here's Why Investors Should Bet on J.B. Hunt Stock Right Now | JetBlue Expands Network Reach as It Eyes Entry Into Venezuela,25.67,23.29,783248512.0,24.708,36.64,7.47,63.4,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,439.72,39529545728,9.0,66.0,-5.23,-6.16,25.95,455.75,474.34,False,False,False,NO CLEAR ENTRY,False,47.67,NEUTRAL,5,Assessing Ameriprise Financial (AMP) Valuation After Recent Share Price Weakness | Ameriprise’s Bill Williams on Stepping Into a New Role and Betting Big on AI | Former Wells Fargo Team Rejoins the Firm From Ameriprise,10.96,9.23,3355624960.0,56.246,66.94,20.17,63.36,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,211.525,333635158016,16.3,31.9,28.15,12.51,75.16,186.61,170.24,True,True,True,WATCH - OVERBOUGHT,False,51.93,NEUTRAL,5,"SpaceX Targets $75 Billion in IPO at $135 Per Share | AI 'chipflation' spreading from data centers to wider economy, Morgan Stanley warns | Morgan Stanley resets Monster stock price target after earnings",19.14,16.66,,502.246,16.39,24.75,63.35,WATCHLIST
IBM,https://www.tradingview.com/chart/?symbol=IBM,International Business Machines Corporation,Technology,304.85,286524047360,9.5,14.2,25.2,33.82,80.87,242.39,268.44,True,True,False,WATCH - OVERBOUGHT,False,57.48,NEUTRAL,5,Trump admin. endorses D-Wave's 2nd quantum approach: CEO explains | Here’s the Price Point Where IBM Is an Absolute Buy | Wall Street's record rally takes a breather amid Middle East impasse,27.0,22.71,13080750080.0,211.169,35.77,15.61,63.3,WATCHLIST
SPGI,https://www.tradingview.com/chart/?symbol=SPGI,S&P Global Inc.,Financial Services,411.86,121910558720,10.4,32.5,-7.02,-2.81,54.27,423.15,473.79,False,False,False,NO CLEAR ENTRY,False,67.03,POSITIVE,5,"This investor says AI isn't a bubble, it's a 'revolutionary event' | ISM Services Survey Shows Faster Expansion; S&P Data Indicate Growth Deceleration | Private Credit Revenue Climbed 25% at S&P Global Last Quarter. Why That Number Matters More Than the Mobility Spinoff.",26.03,18.55,5298874880.0,38.392,13.94,30.36,63.26,WATCHLIST
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,414.2,269051183104,87.5,282.5,186.18,95.71,78.47,232.38,157.97,True,True,True,WATCH - OVERBOUGHT,False,56.09,NEUTRAL,5,"Stock market today: Dow, S&P 500, Nasdaq fall as oil rises amid US-Iran uncertainty | HPE stock explodes for one simple reason: It's finally seen as an AI play | HPE stock soars on record backlog, booming AI server business",47.83,19.42,-128125000.0,,,6.28,63.24,WATCHLIST
MCHP,https://www.tradingview.com/chart/?symbol=MCHP,Microchip Technology Incorporated,Technology,95.71,51882409984,35.1,,34.74,0.93,49.17,84.17,70.24,True,True,True,BULLISH TREND,False,56.61,NEUTRAL,5,"Stock Market Today, June 2: Marvell Technology Surges After Nvidia CEO Highlights AI Infrastructure Role | Microchip Technology (MCHP) Stock Is Up, What You Need To Know | Stock Indexes Post New Record Highs Amid AI Enthusiasm",435.05,23.39,1139912448.0,87.715,3.4,4.88,63.23,WATCHLIST
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,313.67,596520009728,17.1,35.5,-2.03,-3.83,41.44,315.79,329.13,False,False,False,NO CLEAR ENTRY,False,50.34,NEUTRAL,5,"Mastercard Adds Stablecoin Settlement for 24/7 Card Payments | Visa Down 14% in a Year, But the Disruption Thesis Weakens: Buy Now? | Best Buy quietly stocks a surprising new product on its shelves",27.37,21.13,20839749632.0,67.233,60.35,51.68,63.18,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,228.675,52412997632,11.3,14.5,-2.64,-0.76,46.08,227.44,209.09,True,True,True,BULLISH TREND,False,65.2,POSITIVE,5,We Think That There Are Issues Underlying AME Elite Consortium Berhad's (KLSE:AME) Earnings | Q1 Earnings Highs And Lows: AMETEK (NYSE:AME) Vs The Rest Of The Internet of Things Stocks | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down,34.49,25.95,1385356544.0,22.489,14.63,20.11,63.12,WATCHLIST
CVNA,https://www.tradingview.com/chart/?symbol=CVNA,Carvana Co.,Consumer Cyclical,61.31,67236028416,52.0,11.9,-3.92,-18.6,35.63,70.99,73.77,False,False,False,NO CLEAR ENTRY,False,56.43,NEUTRAL,5,A 224-Year-Old Wall Street Stalwart Just Announced a Reverse Stock Split -- and It's Truly a Head-Scratcher | Carvana Is Out: This High-Yield Cash Cow Is the Ultimate Inflation-Beating Buy Right Now | Why Is Carvana (CVNA) Down 7.2% Since Last Earnings Report?,35.43,29.03,196750000.0,121.351,60.17,6.4,63.11,WATCHLIST
CRM,https://www.tradingview.com/chart/?symbol=CRM,"Salesforce, Inc.",Technology,191.9,157166092288,13.3,52.2,-1.87,3.46,66.93,181.04,220.04,True,False,False,NO CLEAR ENTRY,False,62.53,POSITIVE,5,Salesforce's Agentforce ARR Tops $1B: Can It Fuel More Growth for CRM? | Is There Now an Opportunity in Salesforce (CRM) After Recent Share Price Volatility | The Top 5 Analyst Questions From Salesforce’s Q1 Earnings Call,22.21,12.35,16552999936.0,124.282,16.91,18.73,63.1,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,964.0,427681054720,21.5,45.5,-4.2,-4.82,34.91,1005.68,954.82,False,True,True,NO CLEAR ENTRY,False,54.83,NEUTRAL,5,"Is Costco Stock a Buy, Hold or Sell After Its Q3 Earnings Beat? | If You'd Invested $10,000 in Costco Stock 10 Years Ago, Here's How Much You'd Have Today | Costco Delivers Strong Quarter, but Valuation Stays High",48.56,42.62,7050375168.0,60.257,29.15,3.01,63.04,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,37.335,13833201664,4.2,151.6,0.92,2.68,47.59,35.79,35.8,True,True,False,BULLISH TREND,False,51.1,NEUTRAL,5,How The Story Around UDR (UDR) Is Shifting With Recalibrated Multifamily Expectations | Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026 | Gasoline Prices Aren’t the Only Inflation Threat. Watch Housing Costs.,25.4,62.22,1007130496.0,142.368,12.35,27.78,62.79,WATCHLIST
